sample	chr	startpos	endpos	nMajor	nMinor
A32C-0019_CRUK_PC_0019_T1	4	10240	4122159	1	0
A32C-0019_CRUK_PC_0019_T1	4	4122185	4152999	0	0
A32C-0019_CRUK_PC_0019_T1	4	4153079	9456960	1	0
A32C-0019_CRUK_PC_0019_T1	4	9456977	9481494	4	0
A32C-0019_CRUK_PC_0019_T1	4	9481503	35441778	1	0
A32C-0019_CRUK_PC_0019_T1	4	35441809	40045139	4	3
A32C-0019_CRUK_PC_0019_T1	4	40045233	40336089	2	2
A32C-0019_CRUK_PC_0019_T1	4	40336154	42525847	4	2
A32C-0019_CRUK_PC_0019_T1	4	42525975	49321573	1	0
A32C-0019_CRUK_PC_0019_T1	4	49322671	52731064	2	1
A32C-0019_CRUK_PC_0019_T1	4	52731075	55310741	4	3
A32C-0019_CRUK_PC_0019_T1	4	55310750	71684264	2	1
A32C-0019_CRUK_PC_0019_T1	4	71684298	72222889	1	1
A32C-0019_CRUK_PC_0019_T1	4	72222932	90628069	2	1
A32C-0019_CRUK_PC_0019_T1	4	90628127	91596734	5	3
A32C-0019_CRUK_PC_0019_T1	4	91596735	91985677	2	1
A32C-0019_CRUK_PC_0019_T1	4	91985779	92375145	1	1
A32C-0019_CRUK_PC_0019_T1	4	92375211	93404088	2	1
A32C-0019_CRUK_PC_0019_T1	4	93404265	93712425	1	1
A32C-0019_CRUK_PC_0019_T1	4	93712482	106537713	2	1
A32C-0019_CRUK_PC_0019_T1	4	106537715	107084734	1	1
A32C-0019_CRUK_PC_0019_T1	4	107084739	131898535	2	1
A32C-0019_CRUK_PC_0019_T1	4	131898609	142854165	1	0
A32C-0019_CRUK_PC_0019_T1	4	142854202	152029113	2	1
A32C-0019_CRUK_PC_0019_T1	4	152029308	153077933	3	2
A32C-0019_CRUK_PC_0019_T1	4	153077952	173413784	2	1
A32C-0019_CRUK_PC_0019_T1	4	173413802	175079058	3	2
A32C-0019_CRUK_PC_0019_T1	4	175079251	191043593	2	1
A32C-0019_CRUK_PC_0019_T1	5	11940	488242	1	0
A32C-0019_CRUK_PC_0019_T1	5	488254	2267815	4	3
A32C-0019_CRUK_PC_0019_T1	5	2267875	4863690	6	3
A32C-0019_CRUK_PC_0019_T1	5	4863788	6224641	2	1
A32C-0019_CRUK_PC_0019_T1	5	6224684	9057582	4	2
A32C-0019_CRUK_PC_0019_T1	5	9057878	9278822	6	3
A32C-0019_CRUK_PC_0019_T1	5	9278888	14311151	2	1
A32C-0019_CRUK_PC_0019_T1	5	14311187	14705411	4	3
A32C-0019_CRUK_PC_0019_T1	5	14705538	18893039	2	1
A32C-0019_CRUK_PC_0019_T1	5	18893059	30738884	2	2
A32C-0019_CRUK_PC_0019_T1	5	30738893	39492850	2	1
A32C-0019_CRUK_PC_0019_T1	5	39492944	49442298	2	2
A32C-0019_CRUK_PC_0019_T1	5	49442302	70660945	1	1
A32C-0019_CRUK_PC_0019_T1	5	70661145	94806900	2	1
A32C-0019_CRUK_PC_0019_T1	5	94806961	117875405	1	0
A32C-0019_CRUK_PC_0019_T1	5	117875406	117876612	0	0
A32C-0019_CRUK_PC_0019_T1	5	117876613	132699209	1	0
A32C-0019_CRUK_PC_0019_T1	5	132699321	150527041	2	1
A32C-0019_CRUK_PC_0019_T1	5	150527232	150534671	0	0
A32C-0019_CRUK_PC_0019_T1	5	150534692	180730532	2	1
A32C-0019_CRUK_PC_0019_T1	6	202331	31358211	2	1
A32C-0019_CRUK_PC_0019_T1	6	31358268	31377576	1	0
A32C-0019_CRUK_PC_0019_T1	6	31377577	32455452	2	1
A32C-0019_CRUK_PC_0019_T1	6	32455477	32541551	1	1
A32C-0019_CRUK_PC_0019_T1	6	32541556	80667337	2	1
A32C-0019_CRUK_PC_0019_T1	6	80667409	103737395	0	0
A32C-0019_CRUK_PC_0019_T1	6	103737444	103763040	1	0
A32C-0019_CRUK_PC_0019_T1	6	103763044	110728540	0	0
A32C-0019_CRUK_PC_0019_T1	6	110728547	121291408	2	1
A32C-0019_CRUK_PC_0019_T1	6	121291436	170787046	2	2
A32C-0019_CRUK_PC_0019_T1	6	170787135	171051269	2	1
A32C-0019_CRUK_PC_0019_T1	7	31263	3263026	3	2
A32C-0019_CRUK_PC_0019_T1	7	3263259	9251685	2	2
A32C-0019_CRUK_PC_0019_T1	7	9251698	21096121	3	2
A32C-0019_CRUK_PC_0019_T1	7	21096148	72078486	2	2
A32C-0019_CRUK_PC_0019_T1	7	72078585	108933227	3	2
A32C-0019_CRUK_PC_0019_T1	7	108933469	128294283	2	1
A32C-0019_CRUK_PC_0019_T1	7	128294338	131012041	9	2
A32C-0019_CRUK_PC_0019_T1	7	131012042	132636070	2	1
A32C-0019_CRUK_PC_0019_T1	7	132636108	133058852	4	2
A32C-0019_CRUK_PC_0019_T1	7	133058859	133653557	2	1
A32C-0019_CRUK_PC_0019_T1	7	133653788	136615580	5	2
A32C-0019_CRUK_PC_0019_T1	7	136615624	142399405	4	2
A32C-0019_CRUK_PC_0019_T1	7	142399475	145847951	13	3
A32C-0019_CRUK_PC_0019_T1	7	145848064	146227498	1	1
A32C-0019_CRUK_PC_0019_T1	7	146227503	151327217	13	3
A32C-0019_CRUK_PC_0019_T1	7	151327259	154991083	1	0
A32C-0019_CRUK_PC_0019_T1	7	154991110	156180793	12	3
A32C-0019_CRUK_PC_0019_T1	7	156180826	157223457	14	3
A32C-0019_CRUK_PC_0019_T1	7	157223519	158247889	12	3
A32C-0019_CRUK_PC_0019_T1	7	158247898	158766190	1	1
A32C-0019_CRUK_PC_0019_T1	7	158766210	158788364	34	0
A32C-0019_CRUK_PC_0019_T1	7	158788376	158814662	9	4
A32C-0019_CRUK_PC_0019_T1	7	158814716	159128550	1	1
A32C-0019_CRUK_PC_0019_T1	8	23276	7272899	2	0
A32C-0019_CRUK_PC_0019_T1	8	7272911	7774166	1	0
A32C-0019_CRUK_PC_0019_T1	8	7774168	7797806	0	0
A32C-0019_CRUK_PC_0019_T1	8	7797812	8027332	1	0
A32C-0019_CRUK_PC_0019_T1	8	8027364	8090194	5	0
A32C-0019_CRUK_PC_0019_T1	8	8090215	11898663	2	0
A32C-0019_CRUK_PC_0019_T1	8	11898693	12073860	1	0
A32C-0019_CRUK_PC_0019_T1	8	12084157	12142629	5	0
A32C-0019_CRUK_PC_0019_T1	8	12153272	15401829	2	0
A32C-0019_CRUK_PC_0019_T1	8	15401851	15418015	0	0
A32C-0019_CRUK_PC_0019_T1	8	15418514	16201355	2	0
A32C-0019_CRUK_PC_0019_T1	8	16201386	16207560	0	0
A32C-0019_CRUK_PC_0019_T1	8	16207712	40183248	2	0
A32C-0019_CRUK_PC_0019_T1	8	40183385	40189894	0	0
A32C-0019_CRUK_PC_0019_T1	8	40189947	42496410	2	0
A32C-0019_CRUK_PC_0019_T1	8	42496491	58737808	3	2
A32C-0019_CRUK_PC_0019_T1	8	58737821	58820718	1	0
A32C-0019_CRUK_PC_0019_T1	8	58820919	95934299	3	2
A32C-0019_CRUK_PC_0019_T1	8	95934322	96293094	2	1
A32C-0019_CRUK_PC_0019_T1	8	96293103	141114815	3	2
A32C-0019_CRUK_PC_0019_T1	8	141114858	141620181	2	1
A32C-0019_CRUK_PC_0019_T1	8	141620296	141749988	1	1
A32C-0019_CRUK_PC_0019_T1	8	141750164	146300622	3	2
A32C-0019_CRUK_PC_0019_T1	9	10469	10287737	2	2
A32C-0019_CRUK_PC_0019_T1	9	10287811	13605585	3	2
A32C-0019_CRUK_PC_0019_T1	9	13605690	75804231	2	2
A32C-0019_CRUK_PC_0019_T1	9	75804249	77689180	3	2
A32C-0019_CRUK_PC_0019_T1	9	77689306	97081876	2	2
A32C-0019_CRUK_PC_0019_T1	9	97081884	104492663	4	2
A32C-0019_CRUK_PC_0019_T1	9	104492675	106972630	5	4
A32C-0019_CRUK_PC_0019_T1	9	106972689	107270527	3	0
A32C-0019_CRUK_PC_0019_T1	9	107270669	139318905	4	3
A32C-0019_CRUK_PC_0019_T1	9	139318936	141127771	5	3
A32C-0019_CRUK_PC_0019_T1	10	60969	625412	2	1
A32C-0019_CRUK_PC_0019_T1	10	625422	9791983	3	1
A32C-0019_CRUK_PC_0019_T1	10	9792030	15711423	4	1
A32C-0019_CRUK_PC_0019_T1	10	15711457	35187177	2	1
A32C-0019_CRUK_PC_0019_T1	10	35187213	53674961	2	2
A32C-0019_CRUK_PC_0019_T1	10	53675002	63932642	3	2
A32C-0019_CRUK_PC_0019_T1	10	63932672	63952008	1	1
A32C-0019_CRUK_PC_0019_T1	10	63952042	64650457	2	2
A32C-0019_CRUK_PC_0019_T1	10	64650460	64959764	4	2
A32C-0019_CRUK_PC_0019_T1	10	64959780	71258253	3	2
A32C-0019_CRUK_PC_0019_T1	10	71258287	86126435	2	2
A32C-0019_CRUK_PC_0019_T1	10	86126451	88997266	1	0
A32C-0019_CRUK_PC_0019_T1	10	88997290	89127191	4	0
A32C-0019_CRUK_PC_0019_T1	10	89129070	104502509	1	0
A32C-0019_CRUK_PC_0019_T1	10	104502520	133799651	2	2
A32C-0019_CRUK_PC_0019_T1	10	133799712	135523763	3	2
A32C-0019_CRUK_PC_0019_T1	11	103253	27335173	2	1
A32C-0019_CRUK_PC_0019_T1	11	27335249	28078303	3	1
A32C-0019_CRUK_PC_0019_T1	11	28078630	55365369	2	1
A32C-0019_CRUK_PC_0019_T1	11	55365370	55456456	1	0
A32C-0019_CRUK_PC_0019_T1	11	55457854	74823144	2	1
A32C-0019_CRUK_PC_0019_T1	11	74823163	75508648	1	1
A32C-0019_CRUK_PC_0019_T1	11	75508737	90597626	2	1
A32C-0019_CRUK_PC_0019_T1	11	90597627	92842409	3	2
A32C-0019_CRUK_PC_0019_T1	11	92843006	134946451	2	1
A32C-0019_CRUK_PC_0019_T1	12	61107	186407	1	0
A32C-0019_CRUK_PC_0019_T1	12	187081	340908	0	0
A32C-0019_CRUK_PC_0019_T1	12	340915	9632882	1	0
A32C-0019_CRUK_PC_0019_T1	12	9632926	9734974	0	0
A32C-0019_CRUK_PC_0019_T1	12	9734976	11219743	1	0
A32C-0019_CRUK_PC_0019_T1	12	11219796	11250893	0	0
A32C-0019_CRUK_PC_0019_T1	12	11250928	11506883	1	0
A32C-0019_CRUK_PC_0019_T1	12	11506893	11546128	5	0
A32C-0019_CRUK_PC_0019_T1	12	11546308	16048158	1	0
A32C-0019_CRUK_PC_0019_T1	12	16048209	16947383	2	1
A32C-0019_CRUK_PC_0019_T1	12	16947561	22448429	3	2
A32C-0019_CRUK_PC_0019_T1	12	22448534	41284908	2	2
A32C-0019_CRUK_PC_0019_T1	12	41284936	42913235	2	1
A32C-0019_CRUK_PC_0019_T1	12	42913245	44357094	1	0
A32C-0019_CRUK_PC_0019_T1	12	44357175	45436434	2	1
A32C-0019_CRUK_PC_0019_T1	12	45436505	45472576	1	0
A32C-0019_CRUK_PC_0019_T1	12	45472619	53844468	2	1
A32C-0019_CRUK_PC_0019_T1	12	53844929	55612994	3	2
A32C-0019_CRUK_PC_0019_T1	12	55613086	74064547	4	3
A32C-0019_CRUK_PC_0019_T1	12	74064803	99752806	6	3
A32C-0019_CRUK_PC_0019_T1	12	99752862	100053421	4	3
A32C-0019_CRUK_PC_0019_T1	12	100053463	110830406	6	3
A32C-0019_CRUK_PC_0019_T1	12	110830747	111902514	1	0
A32C-0019_CRUK_PC_0019_T1	12	111902551	125610230	6	3
A32C-0019_CRUK_PC_0019_T1	12	125610259	132318582	5	3
A32C-0019_CRUK_PC_0019_T1	12	132318733	133840593	6	3
A32C-0019_CRUK_PC_0019_T1	13	19020047	24294495	2	1
A32C-0019_CRUK_PC_0019_T1	13	24294782	24311912	0	0
A32C-0019_CRUK_PC_0019_T1	13	24312009	41344638	2	1
A32C-0019_CRUK_PC_0019_T1	13	41344728	62473052	0	0
A32C-0019_CRUK_PC_0019_T1	13	62473071	65342461	1	0
A32C-0019_CRUK_PC_0019_T1	13	65342494	65344442	0	0
A32C-0019_CRUK_PC_0019_T1	13	65344456	72477274	1	0
A32C-0019_CRUK_PC_0019_T1	13	72477480	72480588	0	0
A32C-0019_CRUK_PC_0019_T1	13	72480678	80680990	1	0
A32C-0019_CRUK_PC_0019_T1	13	80681082	80686364	0	0
A32C-0019_CRUK_PC_0019_T1	13	80686406	98529865	1	0
A32C-0019_CRUK_PC_0019_T1	13	98529921	98533216	0	0
A32C-0019_CRUK_PC_0019_T1	13	98533378	115109852	1	0
A32C-0019_CRUK_PC_0019_T1	14	19002084	67740807	2	2
A32C-0019_CRUK_PC_0019_T1	14	67740876	68144585	1	1
A32C-0019_CRUK_PC_0019_T1	14	68144632	68551538	2	2
A32C-0019_CRUK_PC_0019_T1	14	68551750	73420534	2	1
A32C-0019_CRUK_PC_0019_T1	14	73420642	97125945	2	2
A32C-0019_CRUK_PC_0019_T1	14	97126153	99942446	2	1
A32C-0019_CRUK_PC_0019_T1	14	99942692	106196984	2	2
A32C-0019_CRUK_PC_0019_T1	14	106197013	106808938	3	2
A32C-0019_CRUK_PC_0019_T1	14	106808951	107030366	2	2
A32C-0019_CRUK_PC_0019_T1	14	107030458	107289453	2	1
A32C-0019_CRUK_PC_0019_T1	15	20001200	57055054	2	1
A32C-0019_CRUK_PC_0019_T1	15	57055065	57258274	1	0
A32C-0019_CRUK_PC_0019_T1	15	57258287	71601185	2	1
A32C-0019_CRUK_PC_0019_T1	15	71601315	71708613	1	0
A32C-0019_CRUK_PC_0019_T1	15	71708652	71713815	0	0
A32C-0019_CRUK_PC_0019_T1	15	71713886	72402192	1	0
A32C-0019_CRUK_PC_0019_T1	15	72402286	102520965	2	1
A32C-0019_CRUK_PC_0019_T1	16	60054	5361795	3	2
A32C-0019_CRUK_PC_0019_T1	16	5361803	10511172	2	2
A32C-0019_CRUK_PC_0019_T1	16	10511223	13770129	3	2
A32C-0019_CRUK_PC_0019_T1	16	13770137	14751586	5	3
A32C-0019_CRUK_PC_0019_T1	16	14751588	17708249	3	2
A32C-0019_CRUK_PC_0019_T1	16	17708644	50606302	2	2
A32C-0019_CRUK_PC_0019_T1	16	50606341	52101042	2	1
A32C-0019_CRUK_PC_0019_T1	16	52101111	69034234	1	0
A32C-0019_CRUK_PC_0019_T1	16	69034483	69461944	0	0
A32C-0019_CRUK_PC_0019_T1	16	69461951	78371804	1	0
A32C-0019_CRUK_PC_0019_T1	16	78371820	78385270	4	0
A32C-0019_CRUK_PC_0019_T1	16	78385312	79709878	1	0
A32C-0019_CRUK_PC_0019_T1	16	79709879	79893206	3	0
A32C-0019_CRUK_PC_0019_T1	16	79893226	85302627	1	0
A32C-0019_CRUK_PC_0019_T1	16	85302661	85304399	0	0
A32C-0019_CRUK_PC_0019_T1	16	85304711	88781052	1	0
A32C-0019_CRUK_PC_0019_T1	16	88781062	90292811	2	0
A32C-0019_CRUK_PC_0019_T1	17	56	194109	1	0
A32C-0019_CRUK_PC_0019_T1	17	194130	197267	0	0
A32C-0019_CRUK_PC_0019_T1	17	197308	7964080	1	0
A32C-0019_CRUK_PC_0019_T1	17	7964201	7974471	4	1
A32C-0019_CRUK_PC_0019_T1	17	7974477	15536774	1	0
A32C-0019_CRUK_PC_0019_T1	17	15536818	15547029	0	0
A32C-0019_CRUK_PC_0019_T1	17	15547377	15899552	1	0
A32C-0019_CRUK_PC_0019_T1	17	15899561	18328257	2	1
A32C-0019_CRUK_PC_0019_T1	17	18332651	18466620	1	0
A32C-0019_CRUK_PC_0019_T1	17	18466631	35814429	2	1
A32C-0019_CRUK_PC_0019_T1	17	35814478	36870433	2	2
A32C-0019_CRUK_PC_0019_T1	17	36870643	49839126	2	1
A32C-0019_CRUK_PC_0019_T1	17	49839210	76596540	3	2
A32C-0019_CRUK_PC_0019_T1	17	76596695	81194235	2	1
A32C-0019_CRUK_PC_0019_T1	18	10644	4656376	2	2
A32C-0019_CRUK_PC_0019_T1	18	4656417	13225754	3	3
A32C-0019_CRUK_PC_0019_T1	18	13225866	14541366	2	2
A32C-0019_CRUK_PC_0019_T1	18	14541472	18520354	3	3
A32C-0019_CRUK_PC_0019_T1	18	18520357	18969975	2	2
A32C-0019_CRUK_PC_0019_T1	18	18969977	34020270	3	3
A32C-0019_CRUK_PC_0019_T1	18	34020394	36207997	3	2
A32C-0019_CRUK_PC_0019_T1	18	36208001	40855931	3	3
A32C-0019_CRUK_PC_0019_T1	18	40856098	42460007	6	3
A32C-0019_CRUK_PC_0019_T1	18	42460261	62818835	2	1
A32C-0019_CRUK_PC_0019_T1	18	62818843	72004212	2	2
A32C-0019_CRUK_PC_0019_T1	18	72004346	78017128	2	1
A32C-0019_CRUK_PC_0019_T1	19	90974	20595863	2	1
A32C-0019_CRUK_PC_0019_T1	19	20595882	20718151	4	0
A32C-0019_CRUK_PC_0019_T1	19	20718213	27740983	2	1
A32C-0019_CRUK_PC_0019_T1	19	27741111	30813892	3	3
A32C-0019_CRUK_PC_0019_T1	19	30813944	31494220	2	2
A32C-0019_CRUK_PC_0019_T1	19	31494296	35552018	2	1
A32C-0019_CRUK_PC_0019_T1	19	35552023	39260904	3	2
A32C-0019_CRUK_PC_0019_T1	19	39260908	43700788	2	1
A32C-0019_CRUK_PC_0019_T1	19	43700851	43763546	3	1
A32C-0019_CRUK_PC_0019_T1	19	43763563	44660524	2	1
A32C-0019_CRUK_PC_0019_T1	19	44660528	47655111	0	0
A32C-0019_CRUK_PC_0019_T1	19	47655139	59118096	2	1
A32C-0019_CRUK_PC_0019_T1	20	60479	1561186	2	1
A32C-0019_CRUK_PC_0019_T1	20	1561212	1594217	1	0
A32C-0019_CRUK_PC_0019_T1	20	1594236	18427358	2	1
A32C-0019_CRUK_PC_0019_T1	20	18427511	29809630	2	2
A32C-0019_CRUK_PC_0019_T1	20	29809668	29958548	2	1
A32C-0019_CRUK_PC_0019_T1	20	29958677	48662994	3	1
A32C-0019_CRUK_PC_0019_T1	20	48663095	48870669	8	1
A32C-0019_CRUK_PC_0019_T1	20	48870710	52647242	3	1
A32C-0019_CRUK_PC_0019_T1	20	52647285	52658154	1	0
A32C-0019_CRUK_PC_0019_T1	20	52658171	60456950	3	1
A32C-0019_CRUK_PC_0019_T1	20	60456951	62965162	4	1
A32C-0019_CRUK_PC_0019_T1	21	9411243	21313911	2	1
A32C-0019_CRUK_PC_0019_T1	21	21313925	22156761	1	1
A32C-0019_CRUK_PC_0019_T1	21	22156840	22255229	0	0
A32C-0019_CRUK_PC_0019_T1	21	22255364	22802400	1	1
A32C-0019_CRUK_PC_0019_T1	21	22802477	39855162	2	1
A32C-0019_CRUK_PC_0019_T1	21	39855202	42861742	3	2
A32C-0019_CRUK_PC_0019_T1	21	42861794	48116032	2	1
A32C-0019_CRUK_PC_0019_T1	22	16050408	35853174	2	2
A32C-0019_CRUK_PC_0019_T1	22	35853195	45468282	2	1
A32C-0019_CRUK_PC_0019_T1	22	45468339	45479161	0	0
A32C-0019_CRUK_PC_0019_T1	22	45479372	45491053	3	0
A32C-0019_CRUK_PC_0019_T1	22	45491110	47562165	0	0
A32C-0019_CRUK_PC_0019_T1	22	47562178	51238249	2	1
A32C-0019_CRUK_PC_0019_T1	X	60052	2909368	8	0
A32C-0019_CRUK_PC_0019_T1	X	2909400	23097768	9	0
A32C-0019_CRUK_PC_0019_T1	X	23097890	37226294	10	0
A32C-0019_CRUK_PC_0019_T1	X	37226409	68513409	9	0
A32C-0019_CRUK_PC_0019_T1	X	68513416	154933384	6	0
A32C-0019_CRUK_PC_0019_T1	X	154933488	155259075	2	0
A32A-0019_CRUK_PC_0019_M1	1	10583	16189618	2	1
A32A-0019_CRUK_PC_0019_M1	1	16189680	16314269	1	1
A32A-0019_CRUK_PC_0019_M1	1	16314457	25592757	2	1
A32A-0019_CRUK_PC_0019_M1	1	25592787	25661112	1	0
A32A-0019_CRUK_PC_0019_M1	1	25661137	28176007	2	1
A32A-0019_CRUK_PC_0019_M1	1	28176034	31186551	0	0
A32A-0019_CRUK_PC_0019_M1	1	31186620	49459229	2	1
A32A-0019_CRUK_PC_0019_M1	1	49459245	53377125	0	0
A32A-0019_CRUK_PC_0019_M1	1	53377172	59078400	2	1
A32A-0019_CRUK_PC_0019_M1	1	59078561	59199297	1	0
A32A-0019_CRUK_PC_0019_M1	1	59199348	89872840	2	1
A32A-0019_CRUK_PC_0019_M1	1	89872877	89936570	1	0
A32A-0019_CRUK_PC_0019_M1	1	89936834	94885184	4	1
A32A-0019_CRUK_PC_0019_M1	1	94885324	95963735	0	0
A32A-0019_CRUK_PC_0019_M1	1	95963763	113587082	2	1
A32A-0019_CRUK_PC_0019_M1	1	113587216	121481132	3	2
A32A-0019_CRUK_PC_0019_M1	1	142545956	142916463	1	0
A32A-0019_CRUK_PC_0019_M1	1	142961643	143343629	4	2
A32A-0019_CRUK_PC_0019_M1	1	143344296	143663645	1	0
A32A-0019_CRUK_PC_0019_M1	1	143664074	165813121	3	2
A32A-0019_CRUK_PC_0019_M1	1	165813153	165901378	7	4
A32A-0019_CRUK_PC_0019_M1	1	165901384	249121021	3	2
A32A-0019_CRUK_PC_0019_M1	1	249121038	249239465	2	1
A32A-0019_CRUK_PC_0019_M1	2	10587	133734	1	1
A32A-0019_CRUK_PC_0019_M1	2	133839	9805215	2	1
A32A-0019_CRUK_PC_0019_M1	2	9805279	11869054	4	3
A32A-0019_CRUK_PC_0019_M1	2	11869208	12995666	4	2
A32A-0019_CRUK_PC_0019_M1	2	12995717	15208982	3	2
A32A-0019_CRUK_PC_0019_M1	2	15209004	23924498	2	2
A32A-0019_CRUK_PC_0019_M1	2	23924578	29101132	3	2
A32A-0019_CRUK_PC_0019_M1	2	29101229	31712964	2	2
A32A-0019_CRUK_PC_0019_M1	2	31713027	89133752	3	2
A32A-0019_CRUK_PC_0019_M1	2	89133809	89908269	3	3
A32A-0019_CRUK_PC_0019_M1	2	89908278	156278431	2	2
A32A-0019_CRUK_PC_0019_M1	2	156278499	157103717	13	4
A32A-0019_CRUK_PC_0019_M1	2	157103845	157547331	35	6
A32A-0019_CRUK_PC_0019_M1	2	157547355	157839704	16	4
A32A-0019_CRUK_PC_0019_M1	2	157839802	158624731	40	0
A32A-0019_CRUK_PC_0019_M1	2	158624749	158948947	78	25
A32A-0019_CRUK_PC_0019_M1	2	158948998	165739148	6	3
A32A-0019_CRUK_PC_0019_M1	2	165739156	171308087	12	4
A32A-0019_CRUK_PC_0019_M1	2	171308128	171636534	1	0
A32A-0019_CRUK_PC_0019_M1	2	171636538	171670536	2	2
A32A-0019_CRUK_PC_0019_M1	2	171670601	173415560	12	4
A32A-0019_CRUK_PC_0019_M1	2	173415706	175481295	1	0
A32A-0019_CRUK_PC_0019_M1	2	175481298	180011221	2	2
A32A-0019_CRUK_PC_0019_M1	2	180011374	180411521	1	0
A32A-0019_CRUK_PC_0019_M1	2	180411610	180422227	0	0
